ensembl_gene_id,hgnc_symbol
ENSG00000173805,HAP1
ENSG00000186260,MRTFB
ENSG00000115318,LOXL3
ENSG00000142513,ACP4
ENSG00000124466,LYPD3
ENSG00000005001,PRSS22
ENSG00000182950,ODF3L1
ENSG00000257065,
ENSG00000154447,SH3RF1
ENSG00000171847,FAM90A1
ENSG00000167100,SAMD14
ENSG00000185070,FLRT2
ENSG00000053747,LAMA3
ENSG00000206199,ANKUB1
ENSG00000204428,LY6G5C
ENSG00000099860,GADD45B
ENSG00000163354,DCST2
ENSG00000105605,CACNG7
ENSG00000169282,KCNAB1
ENSG00000185988,PLK5
ENSG00000179057,IGSF22
ENSG00000170456,DENND5B
ENSG00000108576,SLC6A4
ENSG00000003987,MTMR7
ENSG00000177595,PIDD1
ENSG00000140853,NLRC5
ENSG00000268182,SMIM17
ENSG00000110975,SYT10
ENSG00000144834,TAGLN3
ENSG00000221887,HMSD
ENSG00000158636,EMSY
ENSG00000176040,TMPRSS7
ENSG00000083067,TRPM3
ENSG00000100918,REC8
ENSG00000161270,NPHS1
ENSG00000112406,HECA
ENSG00000204099,NEU4
ENSG00000142627,EPHA2
ENSG00000177076,ACER2
ENSG00000104804,TULP2
ENSG00000171595,DNAI2
ENSG00000064309,CDON
ENSG00000169184,MN1
ENSG00000143603,KCNN3
ENSG00000143217,NECTIN4
ENSG00000173681,BCLAF3
ENSG00000120594,PLXDC2
ENSG00000135127,BICDL1
ENSG00000128482,RNF112
ENSG00000112796,ENPP5
ENSG00000007384,RHBDF1
ENSG00000187959,CPSF4L
ENSG00000139354,GAS2L3
ENSG00000221986,MYBPHL
ENSG00000137942,FNBP1L
ENSG00000146809,ASB15
ENSG00000081277,PKP1
ENSG00000131055,COX4I2
ENSG00000257093,DENND11
ENSG00000125384,PTGER2
ENSG00000167895,TMC8
ENSG00000214237,MINDY4B
ENSG00000122122,SASH3
ENSG00000149124,GLYAT
ENSG00000157470,FAM81A
ENSG00000128928,IVD
ENSG00000172935,MRGPRF
ENSG00000140470,ADAMTS17
ENSG00000159208,CIART
ENSG00000187726,DNAJB13
ENSG00000105204,DYRK1B
ENSG00000151164,RAD9B
ENSG00000143858,SYT2
ENSG00000158169,FANCC
ENSG00000138835,RGS3
ENSG00000135315,CEP162
ENSG00000166484,MAPK7
ENSG00000100731,PCNX1
ENSG00000244617,ASPRV1
ENSG00000125864,BFSP1
ENSG00000174939,ASPHD1
ENSG00000121577,POPDC2
ENSG00000165943,MOAP1
ENSG00000126005,MMP24OS
ENSG00000038295,TLL1
ENSG00000115221,ITGB6
ENSG00000144115,THNSL2
ENSG00000175664,TEX26
ENSG00000183287,CCBE1
ENSG00000182022,CHST15
ENSG00000213213,CCDC183
ENSG00000128016,ZFP36
ENSG00000258839,MC1R
ENSG00000127578,WFIKKN1
ENSG00000169902,TPST1
ENSG00000163687,DNASE1L3
ENSG00000096088,PGC
ENSG00000158089,GALNT14
ENSG00000140873,ADAMTS18
ENSG00000177191,B3GNT8
ENSG00000162241,SLC25A45
ENSG00000109063,MYH3
ENSG00000139725,RHOF
ENSG00000164542,KIAA0895
ENSG00000026103,FAS
ENSG00000049769,PPP1R3F
ENSG00000133107,TRPC4
ENSG00000231256,CFAP97D1
ENSG00000183798,EMILIN3
ENSG00000111859,NEDD9
ENSG00000092758,COL9A3
ENSG00000139780,METTL21C
ENSG00000181378,CFAP65
ENSG00000182264,IZUMO1
ENSG00000109047,RCVRN
ENSG00000127720,METTL25
ENSG00000134571,MYBPC3
ENSG00000139438,FAM222A
ENSG00000153246,PLA2R1
ENSG00000131381,RBSN
ENSG00000175513,TSGA10IP
ENSG00000116661,FBXO2
ENSG00000145012,LPP
ENSG00000105649,RAB3A
ENSG00000159708,LRRC36
ENSG00000103196,CRISPLD2
ENSG00000170092,SPDYE5
ENSG00000120875,DUSP4
ENSG00000155657,TTN
ENSG00000146350,TBC1D32
ENSG00000115590,IL1R2
ENSG00000259417,CTXND1
ENSG00000069018,TRPC7
ENSG00000108852,MPP2
ENSG00000274386,TMEM269
ENSG00000164074,ABHD18
ENSG00000010327,STAB1
ENSG00000172985,SH3RF3
ENSG00000188958,UTS2B
ENSG00000284691,
ENSG00000187522,HSPA14
ENSG00000127863,TNFRSF19
ENSG00000136052,SLC41A2
ENSG00000105289,TJP3
ENSG00000154118,JPH3
ENSG00000136928,GABBR2
ENSG00000234438,KBTBD13
ENSG00000165233,CARD19
ENSG00000118514,ALDH8A1
ENSG00000205022,PABPN1L
ENSG00000105219,CCNP
ENSG00000172137,CALB2
ENSG00000149927,DOC2A
ENSG00000237693,IRGM
ENSG00000196361,ELAVL3
ENSG00000153162,BMP6
ENSG00000284969,
ENSG00000169194,IL13
ENSG00000179902,CFAP276
ENSG00000135540,NHSL1
ENSG00000280132,
ENSG00000166821,PEX11A
ENSG00000231852,CYP21A2
ENSG00000178700,DHFR2
ENSG00000187045,TMPRSS6
ENSG00000125787,GNRH2
ENSG00000153904,DDAH1
ENSG00000049283,EPN3
ENSG00000197930,ERO1A
ENSG00000163141,BNIPL
ENSG00000089091,DZANK1
ENSG00000198899,MT-ATP6
ENSG00000112053,SLC26A8
ENSG00000284987,
ENSG00000143199,ADCY10
ENSG00000215186,GOLGA6B
ENSG00000166126,AMN
ENSG00000084636,COL16A1
ENSG00000107554,DNMBP
ENSG00000145949,MYLK4
ENSG00000182795,C1orf116
ENSG00000158006,PAFAH2
ENSG00000149654,CDH22
ENSG00000130038,CRACR2A
ENSG00000134909,ARHGAP32
ENSG00000158079,PTPDC1
ENSG00000142619,PADI3
ENSG00000237489,C10orf143
ENSG00000111731,C2CD5
ENSG00000160255,ITGB2
ENSG00000188611,ASAH2
ENSG00000178342,KCNG2
ENSG00000104808,DHDH
ENSG00000180801,ARSJ
ENSG00000164591,MYOZ3
ENSG00000130943,PKDREJ
ENSG00000110427,KIAA1549L
ENSG00000177462,OR2T8
ENSG00000100739,BDKRB1
ENSG00000101162,TUBB1
ENSG00000134698,AGO4
ENSG00000180773,SLC36A4
ENSG00000105679,GAPDHS
ENSG00000120278,PLEKHG1
ENSG00000196218,RYR1
ENSG00000100628,ASB2
ENSG00000143079,CTTNBP2NL
ENSG00000189184,PCDH18
ENSG00000214562,NUTM2D
ENSG00000088538,DOCK3
ENSG00000103522,IL21R
ENSG00000189334,S100A14
ENSG00000162929,SANBR
ENSG00000095370,SH2D3C
ENSG00000130518,IQCN
ENSG00000115295,CLIP4
ENSG00000215148,PRSS41
ENSG00000162711,NLRP3
ENSG00000145113,MUC4
ENSG00000132692,BCAN
ENSG00000283239,
ENSG00000166225,FRS2
ENSG00000198840,MT-ND3
ENSG00000178397,FAM220A
ENSG00000178997,EXD1
ENSG00000121853,GHSR
ENSG00000174327,SLC16A13
ENSG00000111727,HCFC2
ENSG00000113494,PRLR
ENSG00000129988,LBP
ENSG00000171747,LGALS4
ENSG00000161649,CD300LG
ENSG00000217442,SYCE3
ENSG00000095303,PTGS1
ENSG00000133063,CHIT1
ENSG00000078053,AMPH
ENSG00000138193,PLCE1
ENSG00000100346,CACNA1I
ENSG00000128310,GALR3
ENSG00000112902,SEMA5A
ENSG00000135248,GARIN1B
ENSG00000139549,DHH
ENSG00000177096,PHETA2
ENSG00000270617,URGCP-MRPS24
ENSG00000279853,
ENSG00000138111,MFSD13A
ENSG00000010319,SEMA3G
ENSG00000181085,MAPK15
ENSG00000260220,CCDC187
ENSG00000057468,MSH4
ENSG00000174307,PHLDA3
ENSG00000067840,PDZD4
ENSG00000164122,ASB5
ENSG00000126233,SLURP1
ENSG00000117971,CHRNB4
ENSG00000095464,PDE6C
ENSG00000169402,RSPH10B2
ENSG00000178217,SH2D4B
ENSG00000185483,ROR1
ENSG00000279443,
ENSG00000169777,TAS2R1
ENSG00000212747,RTL8B
ENSG00000198695,MT-ND6
ENSG00000186007,LEMD1
ENSG00000189233,NUGGC
ENSG00000042781,USH2A
ENSG00000106018,VIPR2
ENSG00000225968,ELFN1
ENSG00000185905,C16orf54
ENSG00000142959,BEST4
ENSG00000261341,
ENSG00000214866,DCDC2C
ENSG00000064300,NGFR
ENSG00000260903,XKR7
ENSG00000140107,SLC25A47
ENSG00000144451,SPAG16
ENSG00000149295,DRD2
ENSG00000178695,KCTD12
ENSG00000197093,GAL3ST4
ENSG00000134955,SLC37A2
ENSG00000144036,EXOC6B
ENSG00000166866,MYO1A
ENSG00000139132,FGD4
ENSG00000134398,ERN2
ENSG00000176406,RIMS2
ENSG00000080608,PUM3
ENSG00000139517,LNX2
ENSG00000069188,SDK2
ENSG00000130649,CYP2E1
ENSG00000157335,CLEC18C
ENSG00000188783,PRELP
ENSG00000178772,CPN2
ENSG00000104611,SH2D4A
ENSG00000164049,FBXW12
ENSG00000105855,ITGB8
ENSG00000285837,
ENSG00000122335,SERAC1
ENSG00000048342,CC2D2A
ENSG00000127831,VIL1
ENSG00000226807,MROH5
ENSG00000142511,GPR32
ENSG00000006016,CRLF1
ENSG00000151458,ANKRD50
ENSG00000112319,EYA4
ENSG00000188747,NOXA1
ENSG00000185585,OLFML2A
ENSG00000213892,CEACAM16
ENSG00000132329,RAMP1
ENSG00000285827,
ENSG00000197561,ELANE
ENSG00000283071,LBHD2
ENSG00000204128,C2orf72
ENSG00000197416,FABP12
ENSG00000167654,ATCAY
ENSG00000141485,SLC13A5
ENSG00000118965,WDR35
ENSG00000132016,BRME1
ENSG00000100629,CEP128
ENSG00000163249,CCNYL1
ENSG00000162510,MATN1
ENSG00000204314,PRRT1
ENSG00000149527,PLCH2
ENSG00000115850,LCT
ENSG00000148734,NPFFR1
ENSG00000161896,IP6K3
ENSG00000187260,WDR86
ENSG00000133246,PRAM1
ENSG00000180616,SSTR2
ENSG00000277117,
ENSG00000285238,
ENSG00000184545,DUSP8
ENSG00000162461,SLC25A34
ENSG00000135951,TSGA10
ENSG00000267360,
ENSG00000100314,CABP7
ENSG00000176510,OR10AC1
ENSG00000115963,RND3
ENSG00000135604,STX11
ENSG00000272414,FAM47E-STBD1
ENSG00000137960,GIPC2
ENSG00000162068,NTN3
ENSG00000148483,TMEM236
ENSG00000174871,CNIH2
ENSG00000162753,SLC9C2
ENSG00000155265,GOLGA7B
ENSG00000167139,TBC1D21
ENSG00000188396,DYNLT4
ENSG00000049239,H6PD
ENSG00000136193,SCRN1
ENSG00000101188,NTSR1
ENSG00000156966,B3GNT7
ENSG00000224420,ADM5
ENSG00000268173,
ENSG00000196935,SRGAP1
ENSG00000185442,FAM174B
ENSG00000285635,
ENSG00000163357,DCST1
ENSG00000085465,OVGP1
ENSG00000101203,COL20A1
ENSG00000137449,CPEB2
ENSG00000154134,ROBO3
ENSG00000006071,ABCC8
ENSG00000196358,NTNG2
ENSG00000129295,DNAAF11
ENSG00000174473,GALNTL6
ENSG00000196912,ANKRD36B
ENSG00000104941,RSPH6A
ENSG00000150676,CCDC83
ENSG00000174721,FGFBP3
ENSG00000174326,SLC16A11
ENSG00000198211,
ENSG00000123892,RAB38
ENSG00000189362,NEMP2
ENSG00000132185,FCRLA
ENSG00000168016,TRANK1
ENSG00000166450,PRTG
ENSG00000260314,MRC1
ENSG00000151067,CACNA1C
ENSG00000185972,CCIN
ENSG00000142182,DNMT3L
ENSG00000162723,SLAMF9
ENSG00000099994,SUSD2
ENSG00000288053,
ENSG00000153714,LURAP1L
ENSG00000133812,SBF2
ENSG00000131126,TEX101
ENSG00000168143,FAM83B
ENSG00000107819,SFXN3
ENSG00000111961,SASH1
ENSG00000197355,UAP1L1
ENSG00000104415,CCN4
ENSG00000143110,C1orf162
ENSG00000230873,STMND1
ENSG00000196208,GREB1
ENSG00000113966,ARL6
ENSG00000178776,C5orf46
ENSG00000140675,SLC5A2
ENSG00000067141,NEO1
ENSG00000119906,SLF2
ENSG00000215182,MUC5AC
ENSG00000283683,MYOCOS
ENSG00000136379,ABHD17C
ENSG00000126759,CFP
ENSG00000164308,ERAP2
ENSG00000248746,ACTN3
ENSG00000187957,DNER
ENSG00000167653,PSCA
ENSG00000118496,FBXO30
ENSG00000188315,C3orf62
ENSG00000151948,GLT1D1
ENSG00000177692,DNAJC28
ENSG00000227268,KLLN
ENSG00000134539,KLRD1
ENSG00000134986,NREP
ENSG00000196388,INCA1
ENSG00000129951,PLPPR3
ENSG00000159289,GOLGA6A
ENSG00000168329,CX3CR1
ENSG00000186994,KANK3
ENSG00000155026,RSPH10B
ENSG00000157510,AFAP1L1
ENSG00000275674,
ENSG00000155324,GRAMD2B
ENSG00000144730,IL17RD
ENSG00000064042,LIMCH1
ENSG00000262655,SPON1
ENSG00000249961,TERB1
ENSG00000152778,IFIT5
ENSG00000066185,ZMYND12
ENSG00000278952,
ENSG00000160472,TMEM190
ENSG00000001561,ENPP4
ENSG00000141469,SLC14A1
ENSG00000155890,TRIM42
ENSG00000077616,NAALAD2
ENSG00000205867,KRTAP5-2
ENSG00000163001,CFAP36
ENSG00000091986,CCDC80
ENSG00000111052,LIN7A
ENSG00000253250,C8orf88
ENSG00000214860,EVPLL
ENSG00000126775,ATG14
ENSG00000180638,SLC47A2
ENSG00000206549,
ENSG00000206113,CFAP99
ENSG00000179859,RNF227
ENSG00000142405,NLRP12
ENSG00000203499,IQANK1
ENSG00000198203,SULT1C2
ENSG00000169432,SCN9A
ENSG00000261796,ISY1-RAB43
ENSG00000130477,UNC13A
ENSG00000177854,TMEM187
ENSG00000176383,B3GNT4
ENSG00000270299,
ENSG00000078814,MYH7B
ENSG00000187860,CCDC157
ENSG00000135406,PRPH
ENSG00000141452,RMC1
ENSG00000158473,CD1D
ENSG00000160838,LRRC71
ENSG00000118407,FILIP1
ENSG00000164690,SHH
ENSG00000263874,LINC00672
ENSG00000278962,
ENSG00000159433,STARD9
ENSG00000185634,SHC4
ENSG00000124788,ATXN1
ENSG00000184659,FOXD4L4
ENSG00000182902,SLC25A18
ENSG00000120471,TP53AIP1
ENSG00000069696,DRD4
ENSG00000077684,JADE1
ENSG00000174514,MFSD4A
ENSG00000152578,GRIA4
ENSG00000134962,KLB
ENSG00000161860,SYCE2
ENSG00000198010,DLGAP2
ENSG00000187164,SHTN1
ENSG00000004939,SLC4A1
ENSG00000104848,KCNA7
ENSG00000164953,TMEM67
ENSG00000169851,PCDH7
ENSG00000126856,PRDM7
ENSG00000142606,MMEL1
ENSG00000101638,ST8SIA5
ENSG00000172828,CES3
ENSG00000181409,AATK
ENSG00000198796,ALPK2
ENSG00000163817,SLC6A20
ENSG00000285458,
ENSG00000141449,GREB1L
ENSG00000244219,TMEM225B
ENSG00000279770,LINC00552
ENSG00000107593,PKD2L1
ENSG00000130783,CCDC62
ENSG00000164463,CREBRF
ENSG00000176438,SYNE3
ENSG00000148671,ADIRF
ENSG00000160161,CILP2
ENSG00000112186,CAP2
ENSG00000115232,ITGA4
ENSG00000282278,
ENSG00000180061,TMEM150B
ENSG00000198788,MUC2
ENSG00000170231,FABP6
ENSG00000141527,CARD14
ENSG00000140932,CMTM2
ENSG00000184731,FAM110C
ENSG00000147676,MAL2
ENSG00000151883,PARP8
ENSG00000122756,CNTFR
ENSG00000169026,SLC49A3
ENSG00000161381,PLXDC1
ENSG00000214814,FER1L6
ENSG00000135083,CCNJL
ENSG00000204305,AGER
ENSG00000123395,ATG101
ENSG00000215277,RNF212B
ENSG00000136918,WDR38
ENSG00000106633,GCK
ENSG00000268465,
ENSG00000123454,DBH
ENSG00000105514,RAB3D
ENSG00000146005,PSD2
ENSG00000148926,ADM
ENSG00000285816,
ENSG00000240694,PNMA2
ENSG00000168484,SFTPC
ENSG00000177025,C19orf18
ENSG00000109758,HGFAC
ENSG00000159339,PADI4
ENSG00000133477,FAM83F
ENSG00000163606,CD200R1
ENSG00000254997,KRTAP5-9
ENSG00000117643,MAN1C1
ENSG00000107742,SPOCK2
ENSG00000219607,PPP1R3G
ENSG00000134256,CD101
ENSG00000204583,LRCOL1
ENSG00000164972,C9orf24
ENSG00000054690,PLEKHH1
ENSG00000100012,SEC14L3
ENSG00000062524,LTK
ENSG00000183644,HOATZ
ENSG00000073598,FNDC8
ENSG00000015520,NPC1L1
ENSG00000168925,CTRB1
ENSG00000172543,CTSW
ENSG00000162592,CCDC27
ENSG00000167910,CYP7A1
ENSG00000155974,GRIP1
ENSG00000173080,RXFP4
ENSG00000256713,PGA5
ENSG00000284873,OOSP1
ENSG00000122035,RASL11A
ENSG00000175591,P2RY2
ENSG00000179921,GPBAR1
ENSG00000148842,CNNM2
ENSG00000165731,RET
ENSG00000147573,TRIM55
ENSG00000065923,SLC9A7
ENSG00000196503,ARL9
ENSG00000187288,CIDEC
ENSG00000118507,AKAP7
ENSG00000228253,MT-ATP8
ENSG00000078725,BRINP1
ENSG00000180347,ITPRID1
ENSG00000196159,FAT4
ENSG00000185633,NDUFA4L2
ENSG00000122367,LDB3
ENSG00000133874,RNF122
ENSG00000153531,ADPRHL1
ENSG00000188338,SLC38A3
ENSG00000133083,DCLK1
ENSG00000104059,FAM189A1
ENSG00000164176,EDIL3
ENSG00000130653,PNPLA7
ENSG00000155760,FZD7
ENSG00000186198,SLC51B
ENSG00000122870,BICC1
ENSG00000138134,STAMBPL1
ENSG00000147642,SYBU
ENSG00000109956,B3GAT1
ENSG00000134873,CLDN10
ENSG00000159450,TCHH
ENSG00000279900,
ENSG00000260001,TGFBR3L
ENSG00000177398,UMODL1
ENSG00000143127,ITGA10
ENSG00000215644,GCGR
ENSG00000111886,GABRR2
ENSG00000142197,DOP1B
ENSG00000101846,STS
ENSG00000105668,UPK1A
ENSG00000087008,ACOX3
ENSG00000100298,APOBEC3H
ENSG00000172986,GXYLT2
ENSG00000114124,GRK7
ENSG00000144668,ITGA9
ENSG00000162627,SNX7
ENSG00000116128,BCL9
ENSG00000105641,SLC5A5
ENSG00000262152,GREP1
ENSG00000256806,C17orf100
ENSG00000070886,EPHA8
ENSG00000177807,KCNJ10
ENSG00000147121,KRBOX4
ENSG00000068024,HDAC4
ENSG00000126231,PROZ
ENSG00000187240,DYNC2H1
ENSG00000105509,HAS1
ENSG00000170525,PFKFB3
ENSG00000128284,APOL3
ENSG00000070214,SLC44A1
ENSG00000109452,INPP4B
ENSG00000099337,KCNK6
ENSG00000159261,CLDN14
ENSG00000151023,ENKUR
ENSG00000177453,NIM1K
ENSG00000167080,B4GALNT2
ENSG00000150457,LATS2
ENSG00000244588,RAD21L1
ENSG00000054654,SYNE2
ENSG00000162069,BICDL2
ENSG00000140623,SEPTIN12
ENSG00000158113,LRRC43
ENSG00000279441,
ENSG00000132510,KDM6B
ENSG00000105369,CD79A
ENSG00000173662,TAS1R1
ENSG00000234857,HNRNPUL2-BSCL2
ENSG00000167291,TBC1D16
ENSG00000168778,TCTN2
ENSG00000073067,CYP2W1
ENSG00000164323,CFAP97
ENSG00000204257,HLA-DMA
ENSG00000279199,
ENSG00000075073,TACR2
ENSG00000214212,C19orf38
ENSG00000275993,
ENSG00000167216,KATNAL2
ENSG00000177275,OR2AJ1
ENSG00000178882,RFLNA
ENSG00000163746,PLSCR2
ENSG00000175414,ARL10
ENSG00000284292,
ENSG00000179044,EXOC3L1
ENSG00000182472,CAPN12
ENSG00000130997,POLN
ENSG00000109686,SH3D19
ENSG00000156466,GDF6
ENSG00000180209,MYL11
ENSG00000104879,CKM
ENSG00000159173,TNNI1
ENSG00000154252,GAL3ST2
ENSG00000162771,GARIN4
ENSG00000121753,ADGRB2
ENSG00000145861,C1QTNF2
ENSG00000164318,EGFLAM
ENSG00000179241,LDLRAD3
ENSG00000185527,PDE6G
ENSG00000136895,GARNL3
ENSG00000188800,TMCO2
ENSG00000132359,RAP1GAP2
ENSG00000206013,IFITM5
ENSG00000221821,C6orf226
ENSG00000165029,ABCA1
ENSG00000137075,RNF38
ENSG00000125872,LRRN4
ENSG00000101282,RSPO4
ENSG00000138678,GPAT3
ENSG00000143107,FNDC7
ENSG00000196407,THEM5
ENSG00000238243,OR2W3
ENSG00000135960,EDAR
ENSG00000089692,LAG3
ENSG00000204616,TRIM31
ENSG00000171680,PLEKHG5
ENSG00000136383,ALPK3
ENSG00000183844,FAM3B
ENSG00000042317,SPATA7
ENSG00000184574,LPAR5
ENSG00000187231,SESTD1
ENSG00000096872,IFT74
ENSG00000173406,DAB1
ENSG00000122778,KIAA1549
ENSG00000119630,PGF
ENSG00000187862,TTC24
ENSG00000255508,
ENSG00000115956,PLEK
ENSG00000156463,SH3RF2
ENSG00000146072,TNFRSF21
ENSG00000183379,SYNDIG1L
ENSG00000156469,MTERF3
ENSG00000165188,RNF183
ENSG00000285901,
ENSG00000108599,AKAP10
ENSG00000100079,LGALS2
ENSG00000067842,ATP2B3
ENSG00000244242,IFITM10
ENSG00000141750,STAC2
ENSG00000198691,ABCA4
ENSG00000170379,TCAF2
ENSG00000181773,GPR3
ENSG00000005238,FAM214B
ENSG00000145358,DDIT4L
ENSG00000154479,CFAP210
ENSG00000133661,SFTPD
ENSG00000225830,ERCC6
ENSG00000116329,OPRD1
ENSG00000183775,KCTD16
ENSG00000168743,NPNT
ENSG00000140368,PSTPIP1
ENSG00000160602,NEK8
ENSG00000174992,ZG16
ENSG00000129749,CHRNA10
ENSG00000144837,PLA1A
ENSG00000131620,ANO1
ENSG00000205903,ZNF316
ENSG00000164404,GDF9
ENSG00000134198,TSPAN2
ENSG00000149418,ST14
ENSG00000084444,FAM234B
ENSG00000164761,TNFRSF11B
ENSG00000186281,GPAT2
ENSG00000018280,SLC11A1
