ensembl_gene_id,hgnc_symbol
ENSG00000133884,DPF2
ENSG00000138061,CYP1B1
ENSG00000187550,SBK2
ENSG00000040199,PHLPP2
ENSG00000095066,HOOK2
ENSG00000170011,MYRIP
ENSG00000147862,NFIB
ENSG00000124942,AHNAK
ENSG00000129116,PALLD
ENSG00000116005,PCYOX1
ENSG00000088682,COQ9
ENSG00000275395,FCGBP
ENSG00000008869,HEATR5B
ENSG00000144468,RHBDD1
ENSG00000121440,PDZRN3
ENSG00000112320,SOBP
ENSG00000289517,
ENSG00000198862,LTN1
ENSG00000121005,CRISPLD1
ENSG00000107669,ATE1
ENSG00000156650,KAT6B
ENSG00000277481,PKD1L3
ENSG00000163932,PRKCD
ENSG00000133067,LGR6
ENSG00000070915,SLC12A3
ENSG00000237330,RNF223
ENSG00000160049,DFFA
ENSG00000103044,HAS3
ENSG00000161643,SIGLEC16
ENSG00000185973,TMLHE
ENSG00000152430,BOLL
ENSG00000284505,LYNX1-SLURP2
ENSG00000132517,SLC52A1
ENSG00000262484,CCER2
ENSG00000100650,SRSF5
ENSG00000118200,CAMSAP2
ENSG00000006837,CDKL3
ENSG00000183160,TMEM119
ENSG00000120889,TNFRSF10B
ENSG00000156011,PSD3
ENSG00000067992,PDK3
ENSG00000131115,ZNF227
ENSG00000065615,CYB5R4
ENSG00000160539,PLPP7
ENSG00000132000,PODNL1
ENSG00000142675,CNKSR1
ENSG00000140682,TGFB1I1
ENSG00000181852,RNF41
ENSG00000168615,ADAM9
ENSG00000109790,KLHL5
ENSG00000124782,RREB1
ENSG00000174521,TTC9B
ENSG00000138794,CASP6
ENSG00000110375,UPK2
ENSG00000122678,POLM
ENSG00000111834,RSPH4A
ENSG00000219435,CATSPERZ
ENSG00000170049,KCNAB3
ENSG00000113073,SLC4A9
ENSG00000107317,PTGDS
ENSG00000143556,S100A7
ENSG00000074755,ZZEF1
ENSG00000146676,PURB
ENSG00000266714,MYO15B
ENSG00000133392,MYH11
ENSG00000286001,
ENSG00000166046,TCP11L2
ENSG00000154001,PPP2R5E
ENSG00000160050,CCDC28B
ENSG00000198561,CTNND1
ENSG00000143970,ASXL2
ENSG00000116044,NFE2L2
ENSG00000196684,HSH2D
ENSG00000116885,OSCP1
ENSG00000155380,SLC16A1
ENSG00000085231,AK6
ENSG00000187848,P2RX2
ENSG00000154429,CCSAP
ENSG00000083807,SLC27A5
ENSG00000140479,PCSK6
ENSG00000047188,YTHDC2
ENSG00000135452,TSPAN31
ENSG00000136114,THSD1
ENSG00000083828,ZNF586
ENSG00000107104,KANK1
ENSG00000073910,FRY
ENSG00000187098,MITF
ENSG00000240891,PLCXD2
ENSG00000087903,RFX2
ENSG00000141448,GATA6
ENSG00000131374,TBC1D5
ENSG00000123213,NLN
ENSG00000111012,CYP27B1
ENSG00000025434,NR1H3
ENSG00000188672,RHCE
ENSG00000235007,
ENSG00000132670,PTPRA
ENSG00000065883,CDK13
ENSG00000104899,AMH
ENSG00000169908,TM4SF1
ENSG00000077463,SIRT6
ENSG00000008382,MPND
ENSG00000137575,SDCBP
ENSG00000163659,TIPARP
ENSG00000205363,INSYN1
ENSG00000128591,FLNC
ENSG00000153317,ASAP1
ENSG00000138642,HERC6
ENSG00000163032,VSNL1
ENSG00000131127,ZNF141
ENSG00000152818,UTRN
ENSG00000279699,
ENSG00000173706,HEG1
ENSG00000135245,HILPDA
ENSG00000173193,PARP14
ENSG00000140937,CDH11
ENSG00000123178,SPRYD7
ENSG00000141738,GRB7
ENSG00000177238,TRIM72
ENSG00000181090,EHMT1
ENSG00000225697,SLC26A6
ENSG00000197140,ADAM32
ENSG00000198786,MT-ND5
ENSG00000118473,SGIP1
ENSG00000081019,RSBN1
ENSG00000135678,CPM
ENSG00000233198,RNF224
ENSG00000085552,IGSF9
ENSG00000188112,C6orf132
ENSG00000105376,ICAM5
ENSG00000095637,SORBS1
ENSG00000095752,IL11
ENSG00000137193,PIM1
ENSG00000150281,CTF1
ENSG00000279908,
ENSG00000164142,FHIP1A
ENSG00000145888,GLRA1
ENSG00000173805,HAP1
ENSG00000169410,PTPN9
ENSG00000186260,MRTFB
ENSG00000111144,LTA4H
ENSG00000119574,ZBTB45
ENSG00000173276,ZBTB21
ENSG00000146729,NIPSNAP2
ENSG00000215717,TMEM167B
ENSG00000115318,LOXL3
ENSG00000168411,RFWD3
ENSG00000101935,AMMECR1
ENSG00000142513,ACP4
ENSG00000124766,SOX4
ENSG00000070182,SPTB
ENSG00000020633,RUNX3
ENSG00000173068,BNC2
ENSG00000124466,LYPD3
ENSG00000005001,PRSS22
ENSG00000146530,VWDE
ENSG00000120693,SMAD9
ENSG00000006468,ETV1
ENSG00000182950,ODF3L1
ENSG00000167995,BEST1
ENSG00000257065,
ENSG00000154447,SH3RF1
ENSG00000142544,CTU1
ENSG00000114126,TFDP2
ENSG00000166716,ZNF592
ENSG00000135912,TTLL4
ENSG00000171847,FAM90A1
ENSG00000167100,SAMD14
ENSG00000185070,FLRT2
ENSG00000053747,LAMA3
ENSG00000206199,ANKUB1
ENSG00000126804,ZBTB1
ENSG00000204428,LY6G5C
ENSG00000090520,DNAJB11
ENSG00000143507,DUSP10
ENSG00000099860,GADD45B
ENSG00000130227,XPO7
ENSG00000171703,TCEA2
ENSG00000163354,DCST2
ENSG00000105605,CACNG7
ENSG00000169282,KCNAB1
ENSG00000185988,PLK5
ENSG00000179057,IGSF22
ENSG00000170456,DENND5B
ENSG00000108576,SLC6A4
ENSG00000003987,MTMR7
ENSG00000077097,TOP2B
ENSG00000177595,PIDD1
ENSG00000116138,DNAJC16
ENSG00000187024,PTRH1
ENSG00000140853,NLRC5
ENSG00000088179,PTPN4
ENSG00000268182,SMIM17
ENSG00000110975,SYT10
ENSG00000144834,TAGLN3
ENSG00000126870,DYNC2I1
ENSG00000221887,HMSD
ENSG00000158636,EMSY
ENSG00000176040,TMPRSS7
ENSG00000083067,TRPM3
ENSG00000179335,CLK3
ENSG00000121481,RNF2
ENSG00000100918,REC8
ENSG00000122912,SLC25A16
ENSG00000161270,NPHS1
ENSG00000113761,ZNF346
ENSG00000266094,RASSF5
ENSG00000112406,HECA
ENSG00000125257,ABCC4
ENSG00000204099,NEU4
ENSG00000142065,ZFP14
ENSG00000142627,EPHA2
ENSG00000119471,HSDL2
ENSG00000096746,HNRNPH3
ENSG00000107625,DDX50
ENSG00000160867,FGFR4
ENSG00000177076,ACER2
ENSG00000104804,TULP2
ENSG00000171595,DNAI2
ENSG00000111647,UHRF1BP1L
ENSG00000164867,NOS3
ENSG00000064309,CDON
ENSG00000277258,PCGF2
ENSG00000100523,DDHD1
ENSG00000124459,ZNF45
ENSG00000169184,MN1
ENSG00000153029,MR1
ENSG00000138802,SEC24B
ENSG00000143603,KCNN3
ENSG00000143217,NECTIN4
ENSG00000173681,BCLAF3
ENSG00000120594,PLXDC2
ENSG00000135127,BICDL1
ENSG00000111671,SPSB2
ENSG00000128482,RNF112
ENSG00000112796,ENPP5
ENSG00000157540,DYRK1A
ENSG00000007384,RHBDF1
ENSG00000187959,CPSF4L
ENSG00000160058,BSDC1
ENSG00000160194,NDUFV3
ENSG00000139354,GAS2L3
ENSG00000221986,MYBPHL
ENSG00000109814,UGDH
ENSG00000137942,FNBP1L
ENSG00000161277,THAP8
ENSG00000146809,ASB15
ENSG00000081277,PKP1
ENSG00000131055,COX4I2
ENSG00000113504,SLC12A7
ENSG00000257093,DENND11
ENSG00000177374,HIC1
ENSG00000125384,PTGER2
ENSG00000172340,SUCLG2
ENSG00000163110,PDLIM5
ENSG00000162676,GFI1
ENSG00000167895,TMC8
ENSG00000214237,MINDY4B
ENSG00000142166,IFNAR1
ENSG00000066336,SPI1
ENSG00000184939,ZFP90
ENSG00000122122,SASH3
ENSG00000196141,SPATS2L
ENSG00000149124,GLYAT
ENSG00000157470,FAM81A
ENSG00000112245,PTP4A1
ENSG00000149269,PAK1
ENSG00000078177,N4BP2
ENSG00000128928,IVD
ENSG00000172935,MRGPRF
ENSG00000140470,ADAMTS17
ENSG00000135976,ANKRD36
ENSG00000173926,MARCHF3
ENSG00000159208,CIART
ENSG00000187726,DNAJB13
ENSG00000105204,DYRK1B
ENSG00000151164,RAD9B
ENSG00000151276,MAGI1
ENSG00000143858,SYT2
ENSG00000132906,CASP9
ENSG00000158169,FANCC
ENSG00000138835,RGS3
ENSG00000135315,CEP162
ENSG00000166484,MAPK7
ENSG00000100731,PCNX1
ENSG00000244617,ASPRV1
ENSG00000125864,BFSP1
ENSG00000174939,ASPHD1
ENSG00000106789,CORO2A
ENSG00000139636,LMBR1L
ENSG00000165943,MOAP1
ENSG00000121577,POPDC2
ENSG00000126005,MMP24OS
ENSG00000038295,TLL1
ENSG00000176125,UFSP1
ENSG00000115221,ITGB6
ENSG00000084676,NCOA1
ENSG00000197217,ENTPD4
ENSG00000144115,THNSL2
ENSG00000159217,IGF2BP1
ENSG00000175664,TEX26
ENSG00000183287,CCBE1
ENSG00000163848,ZNF148
ENSG00000182022,CHST15
ENSG00000213213,CCDC183
ENSG00000128016,ZFP36
ENSG00000258839,MC1R
ENSG00000117724,CENPF
ENSG00000167196,FBXO22
ENSG00000169902,TPST1
ENSG00000163687,DNASE1L3
ENSG00000114107,CEP70
ENSG00000165533,TTC8
ENSG00000127578,WFIKKN1
ENSG00000096088,PGC
ENSG00000158089,GALNT14
ENSG00000140873,ADAMTS18
ENSG00000066827,ZFAT
ENSG00000168003,SLC3A2
ENSG00000180346,TIGD2
ENSG00000177191,B3GNT8
ENSG00000162241,SLC25A45
ENSG00000120451,SNX19
ENSG00000132010,ZNF20
ENSG00000109063,MYH3
ENSG00000050405,LIMA1
ENSG00000139725,RHOF
ENSG00000179588,ZFPM1
ENSG00000164542,KIAA0895
ENSG00000026103,FAS
ENSG00000049769,PPP1R3F
ENSG00000161405,IKZF3
ENSG00000166848,TERF2IP
ENSG00000085185,BCORL1
ENSG00000214022,REPIN1
ENSG00000136936,XPA
ENSG00000113742,CPEB4
ENSG00000221926,TRIM16
ENSG00000133107,TRPC4
ENSG00000231256,CFAP97D1
ENSG00000137185,ZSCAN9
ENSG00000171840,NINJ2
ENSG00000149564,ESAM
ENSG00000240344,PPIL3
ENSG00000171612,SLC25A33
ENSG00000198677,TTC37
ENSG00000183798,EMILIN3
ENSG00000149480,MTA2
ENSG00000111859,NEDD9
ENSG00000092758,COL9A3
ENSG00000078070,MCCC1
ENSG00000139780,METTL21C
ENSG00000181378,CFAP65
ENSG00000112640,PPP2R5D
ENSG00000146067,FAM193B
ENSG00000182264,IZUMO1
ENSG00000109047,RCVRN
ENSG00000127720,METTL25
ENSG00000042062,RIPOR3
ENSG00000134571,MYBPC3
ENSG00000245848,CEBPA
ENSG00000160224,AIRE
ENSG00000180537,RNF182
ENSG00000089820,ARHGAP4
ENSG00000113318,MSH3
ENSG00000139438,FAM222A
ENSG00000153246,PLA2R1
ENSG00000165434,PGM2L1
ENSG00000023892,DEF6
ENSG00000115904,SOS1
ENSG00000131381,RBSN
ENSG00000175513,TSGA10IP
ENSG00000139269,INHBE
ENSG00000116661,FBXO2
ENSG00000129315,CCNT1
ENSG00000115145,STAM2
ENSG00000187109,NAP1L1
ENSG00000119689,DLST
ENSG00000145012,LPP
ENSG00000105649,RAB3A
ENSG00000126453,BCL2L12
ENSG00000159708,LRRC36
ENSG00000103196,CRISPLD2
ENSG00000028277,POU2F2
ENSG00000170092,SPDYE5
ENSG00000101191,DIDO1
ENSG00000120875,DUSP4
ENSG00000155657,TTN
ENSG00000113621,TXNDC15
ENSG00000146350,TBC1D32
ENSG00000115590,IL1R2
ENSG00000259417,CTXND1
ENSG00000198947,DMD
ENSG00000100490,CDKL1
ENSG00000069018,TRPC7
ENSG00000197016,ZNF470
ENSG00000108852,MPP2
ENSG00000196247,ZNF107
ENSG00000274386,TMEM269
ENSG00000164074,ABHD18
ENSG00000171067,C11orf24
ENSG00000068745,IP6K2
ENSG00000157426,AASDH
ENSG00000010327,STAB1
ENSG00000172985,SH3RF3
ENSG00000188958,UTS2B
ENSG00000284691,
ENSG00000187522,HSPA14
ENSG00000127863,TNFRSF19
ENSG00000136052,SLC41A2
ENSG00000105289,TJP3
ENSG00000138439,FAM117B
ENSG00000154118,JPH3
ENSG00000136928,GABBR2
ENSG00000112242,E2F3
ENSG00000234438,KBTBD13
ENSG00000165233,CARD19
ENSG00000170234,PWWP2A
ENSG00000203879,GDI1
ENSG00000118514,ALDH8A1
ENSG00000205022,PABPN1L
ENSG00000125398,SOX9
ENSG00000105219,CCNP
ENSG00000087088,BAX
ENSG00000198589,LRBA
ENSG00000172137,CALB2
ENSG00000149927,DOC2A
ENSG00000237693,IRGM
ENSG00000180340,FZD2
ENSG00000157450,RNF111
ENSG00000196361,ELAVL3
ENSG00000148339,SLC25A25
ENSG00000153162,BMP6
ENSG00000284969,
ENSG00000237649,KIFC1
ENSG00000169194,IL13
ENSG00000160117,ANKLE1
ENSG00000204681,GABBR1
ENSG00000173898,SPTBN2
ENSG00000179902,CFAP276
ENSG00000135540,NHSL1
ENSG00000280132,
ENSG00000131238,PPT1
ENSG00000230124,ACBD6
ENSG00000165752,STK32C
ENSG00000166821,PEX11A
ENSG00000231852,CYP21A2
ENSG00000198818,SFT2D1
ENSG00000178700,DHFR2
ENSG00000171262,FAM98B
ENSG00000187045,TMPRSS6
ENSG00000125787,GNRH2
ENSG00000153904,DDAH1
ENSG00000049283,EPN3
ENSG00000197930,ERO1A
ENSG00000163141,BNIPL
ENSG00000182606,TRAK1
ENSG00000089091,DZANK1
ENSG00000198899,MT-ATP6
ENSG00000204516,MICB
ENSG00000112053,SLC26A8
ENSG00000284987,
ENSG00000158201,ABHD3
ENSG00000196730,DAPK1
ENSG00000143199,ADCY10
ENSG00000143761,ARF1
ENSG00000215186,GOLGA6B
ENSG00000119509,INVS
ENSG00000166126,AMN
ENSG00000157500,APPL1
ENSG00000084636,COL16A1
ENSG00000134574,DDB2
ENSG00000107554,DNMBP
ENSG00000145949,MYLK4
ENSG00000182795,C1orf116
ENSG00000158006,PAFAH2
ENSG00000149654,CDH22
ENSG00000136108,CKAP2
ENSG00000130038,CRACR2A
ENSG00000134909,ARHGAP32
ENSG00000167110,GOLGA2
ENSG00000001461,NIPAL3
ENSG00000158079,PTPDC1
ENSG00000173894,CBX2
ENSG00000237489,C10orf143
ENSG00000142619,PADI3
ENSG00000189079,ARID2
ENSG00000111731,C2CD5
ENSG00000136643,RPS6KC1
ENSG00000160255,ITGB2
ENSG00000188611,ASAH2
ENSG00000178342,KCNG2
ENSG00000104808,DHDH
ENSG00000180801,ARSJ
ENSG00000164591,MYOZ3
ENSG00000135801,TAF5L
ENSG00000162714,ZNF496
ENSG00000130943,PKDREJ
ENSG00000110427,KIAA1549L
ENSG00000177462,OR2T8
ENSG00000100739,BDKRB1
ENSG00000101162,TUBB1
ENSG00000134698,AGO4
ENSG00000180773,SLC36A4
ENSG00000105679,GAPDHS
ENSG00000138190,EXOC6
ENSG00000120278,PLEKHG1
ENSG00000196218,RYR1
ENSG00000100628,ASB2
ENSG00000143079,CTTNBP2NL
ENSG00000189184,PCDH18
ENSG00000116641,DOCK7
ENSG00000214562,NUTM2D
ENSG00000109919,MTCH2
ENSG00000131697,NPHP4
ENSG00000088538,DOCK3
ENSG00000103522,IL21R
ENSG00000189334,S100A14
ENSG00000162929,SANBR
ENSG00000092964,DPYSL2
ENSG00000182670,TTC3
ENSG00000095370,SH2D3C
ENSG00000130518,IQCN
ENSG00000115295,CLIP4
ENSG00000215148,PRSS41
ENSG00000101019,UQCC1
ENSG00000162711,NLRP3
ENSG00000145113,MUC4
ENSG00000132692,BCAN
ENSG00000213588,ZBTB9
ENSG00000166261,ZNF202
ENSG00000283239,
ENSG00000166225,FRS2
ENSG00000198840,MT-ND3
ENSG00000178397,FAM220A
ENSG00000107872,FBXL15
ENSG00000178997,EXD1
ENSG00000179774,ATOH7
ENSG00000121853,GHSR
ENSG00000059573,ALDH18A1
ENSG00000174327,SLC16A13
ENSG00000111727,HCFC2
ENSG00000113494,PRLR
ENSG00000129988,LBP
ENSG00000092820,EZR
ENSG00000171747,LGALS4
ENSG00000102781,KATNAL1
ENSG00000161649,CD300LG
ENSG00000217442,SYCE3
ENSG00000184635,ZNF93
ENSG00000095303,PTGS1
ENSG00000133063,CHIT1
ENSG00000078053,AMPH
ENSG00000138193,PLCE1
ENSG00000124440,HIF3A
ENSG00000101452,DHX35
ENSG00000100346,CACNA1I
ENSG00000128310,GALR3
ENSG00000112902,SEMA5A
ENSG00000198162,MAN1A2
ENSG00000214063,TSPAN4
ENSG00000026652,AGPAT4
ENSG00000198689,SLC9A6
ENSG00000135248,GARIN1B
ENSG00000139549,DHH
ENSG00000177096,PHETA2
ENSG00000270617,URGCP-MRPS24
ENSG00000180626,ZNF594
ENSG00000279853,
ENSG00000204237,OXLD1
ENSG00000138111,MFSD13A
ENSG00000010319,SEMA3G
ENSG00000181085,MAPK15
ENSG00000260220,CCDC187
ENSG00000103591,AAGAB
ENSG00000182150,ERCC6L2
ENSG00000057468,MSH4
ENSG00000174307,PHLDA3
ENSG00000067840,PDZD4
ENSG00000113369,ARRDC3
ENSG00000164122,ASB5
ENSG00000072609,CHFR
ENSG00000137338,PGBD1
ENSG00000126233,SLURP1
ENSG00000126773,PCNX4
ENSG00000139722,VPS37B
ENSG00000117971,CHRNB4
ENSG00000095464,PDE6C
ENSG00000169402,RSPH10B2
ENSG00000178217,SH2D4B
ENSG00000185483,ROR1
ENSG00000279443,
ENSG00000169777,TAS2R1
ENSG00000127824,TUBA4A
ENSG00000131873,CHSY1
ENSG00000212747,RTL8B
ENSG00000147443,DOK2
ENSG00000198695,MT-ND6
ENSG00000125779,PANK2
ENSG00000198521,ZNF43
ENSG00000186007,LEMD1
ENSG00000157077,ZFYVE9
ENSG00000153922,CHD1
ENSG00000189233,NUGGC
ENSG00000067221,STOML1
ENSG00000042781,USH2A
ENSG00000121741,ZMYM2
ENSG00000160124,MIX23
ENSG00000125618,PAX8
ENSG00000136143,SUCLA2
ENSG00000106018,VIPR2
ENSG00000125843,AP5S1
ENSG00000225968,ELFN1
ENSG00000136319,TTC5
ENSG00000135638,EMX1
ENSG00000241878,PISD
ENSG00000172239,PAIP1
ENSG00000058056,USP13
ENSG00000185905,C16orf54
ENSG00000142959,BEST4
ENSG00000261341,
ENSG00000214866,DCDC2C
ENSG00000144320,LNPK
ENSG00000064300,NGFR
ENSG00000038210,PI4K2B
ENSG00000260903,XKR7
ENSG00000176171,BNIP3
ENSG00000140107,SLC25A47
ENSG00000144451,SPAG16
ENSG00000149295,DRD2
ENSG00000137266,SLC22A23
ENSG00000141446,ESCO1
ENSG00000178695,KCTD12
ENSG00000197093,GAL3ST4
ENSG00000176222,ZNF404
ENSG00000178921,PFAS
ENSG00000134955,SLC37A2
ENSG00000144036,EXOC6B
ENSG00000166866,MYO1A
ENSG00000139132,FGD4
ENSG00000014824,SLC30A9
ENSG00000134398,ERN2
ENSG00000214021,TTLL3
ENSG00000176406,RIMS2
ENSG00000080608,PUM3
ENSG00000107863,ARHGAP21
ENSG00000011007,ELOA
ENSG00000139517,LNX2
ENSG00000069188,SDK2
ENSG00000130649,CYP2E1
ENSG00000157335,CLEC18C
ENSG00000188783,PRELP
ENSG00000159263,SIM2
ENSG00000119541,VPS4B
ENSG00000178772,CPN2
ENSG00000104611,SH2D4A
ENSG00000164049,FBXW12
ENSG00000105855,ITGB8
ENSG00000285837,
ENSG00000124795,DEK
ENSG00000122335,SERAC1
ENSG00000048342,CC2D2A
ENSG00000127831,VIL1
ENSG00000226807,MROH5
ENSG00000181104,F2R
ENSG00000198933,TBKBP1
ENSG00000066427,ATXN3
ENSG00000142511,GPR32
ENSG00000265972,TXNIP
ENSG00000006016,CRLF1
ENSG00000116977,LGALS8
ENSG00000151458,ANKRD50
ENSG00000112319,EYA4
ENSG00000198039,ZNF273
ENSG00000188747,NOXA1
ENSG00000185585,OLFML2A
ENSG00000213892,CEACAM16
ENSG00000112312,GMNN
ENSG00000132329,RAMP1
ENSG00000285827,
ENSG00000197561,ELANE
ENSG00000168256,NKIRAS2
ENSG00000283071,LBHD2
ENSG00000204128,C2orf72
ENSG00000197416,FABP12
ENSG00000167654,ATCAY
ENSG00000141485,SLC13A5
ENSG00000118965,WDR35
ENSG00000114166,KAT2B
ENSG00000092531,SNAP23
ENSG00000132016,BRME1
ENSG00000172954,LCLAT1
