perturbation,spearman_rho,target_gene
510_ARL4D_P1P2_ENSG00000175906,0.2327173211719188,ARL4D
11133_non-targeting_non-targeting_non-targeting,0.22531100442418908,non-targeting
10708_ZRSR2_P1P2_ENSG00000169249,0.21524247547586098,ZRSR2
11175_non-targeting_non-targeting_non-targeting,0.20698280983013803,non-targeting
5215_MRPL33_P1P2_ENSG00000243147,0.20656883982475455,MRPL33
5224_MRPL41_P1P2_ENSG00000182154,0.19988187862993484,MRPL41
9512_UBE2M_P1P2_ENSG00000130725,0.1978575468003298,UBE2M
1146_CACNB3_P2_ENSG00000167535,0.19464943808434937,CACNB3
6885_PSMG3_P2_ENSG00000157778,0.19413181998332774,PSMG3
1768_COMTD1_P1P2_ENSG00000165644,0.1931480459067623,COMTD1
2108_DDX19B_P2_ENSG00000157349,0.19208286644758876,DDX19B
6081_PARS2_P1P2_ENSG00000162396,0.18861720216034908,PARS2
6879_PSME2_P1P2_ENSG00000100911,0.18805068511957365,PSME2
3378_GJA3_P1P2_ENSG00000121743,0.1864130673116057,GJA3
9974_ZBTB17_P1P2_ENSG00000116809,0.18018547798730086,ZBTB17
7670_SBNO1_P1P2_ENSG00000139697,0.17985123301079814,SBNO1
7781_SEPSECS_P1P2_ENSG00000109618,0.17949298873433162,SEPSECS
8654_TAF13_P1P2_ENSG00000197780,0.17874271529012833,TAF13
11240_non-targeting_non-targeting_non-targeting,0.17666205864987472,non-targeting
111_ACTR1B_P1P2_ENSG00000115073,0.17438611582346564,ACTR1B
1288_CCDC6_P1P2_ENSG00000108091,0.1714218180315452,CCDC6
7656_SARS2_P1P2_ENSG00000104835,0.17066023454317863,SARS2
10788_non-targeting_non-targeting_non-targeting,0.16901646599427894,non-targeting
3605_GYG1_P1P2_ENSG00000163754,0.16859715828065175,GYG1
9635_USP14_P1P2_ENSG00000101557,0.1684016879018762,USP14
4301_KCTD10_P1P2_ENSG00000110906,0.1635289167309771,KCTD10
3857_HNRNPA1_P1P2_ENSG00000135486,0.1627318861807336,HNRNPA1
2686_EPS8L1_P2_ENSG00000131037,0.16265539130874854,EPS8L1
9147_TNNT2_P1P2_ENSG00000118194,0.16122071240558403,TNNT2
3878_HNRNPU_P1P2_ENSG00000153187,0.15992037196630662,HNRNPU
3548_GSDMA_P1P2_ENSG00000167914,0.15916268043568846,GSDMA
5242_MRPS11_P1P2_ENSG00000181991,0.1584847165191106,MRPS11
1332_CCNK_P2_ENSG00000090061,0.15737701764773793,CCNK
2684_EPS8L1_P2_ENSG00000131037,0.15634665643563478,EPS8L1
4360_KIAA1143_P1P2_ENSG00000163807,0.15433761967742607,KIAA1143
2104_DDX17_P1P2_ENSG00000100201,0.15180297411519392,DDX17
9840_WDR74_P2_ENSG00000133316,0.15021322764604655,WDR74
10544_ZNF676_ENST00000397121.2_ENSG00000196109,0.14999342574529995,ZNF676
6877_PSMD9_P1P2_ENSG00000110801,0.14954786573613343,PSMD9
9655_USP39_P2_ENSG00000168883,0.14796627609175225,USP39
6000_OTX1_P1P2_ENSG00000115507,0.14752529052246333,OTX1
2915_FAM229A_P1P2_ENSG00000225828,0.1471962388321956,FAM229A
7623_S100A1_P2_ENSG00000160678,0.14465640386146783,S100A1
11085_non-targeting_non-targeting_non-targeting,0.14455137464432385,non-targeting
4628_LPA_P1P2_ENSG00000198670,0.1443513343497,LPA
6845_PSMA5_P1P2_ENSG00000143106,0.14408890381376194,PSMA5
10336_ZNF407_ENST00000299687.5_ENSG00000215421,0.14392702758373413,ZNF407
2312_DNM1_P1P2_ENSG00000106976,0.1430360284216115,DNM1
4508_LAMTOR4_P1P2_ENSG00000188186,0.1422659992168957,LAMTOR4
304_ANAPC15_P1P2_ENSG00000110200,0.14221761989421755,ANAPC15
4330_KDM6A_P1P2_ENSG00000147050,0.1422134778222798,KDM6A
10023_ZC3H18_P1P2_ENSG00000158545,0.14122337656764122,ZC3H18
378_AP2S1_P1P2_ENSG00000042753,0.14111093957571955,AP2S1
11165_non-targeting_non-targeting_non-targeting,0.14048197348124947,non-targeting
"891_BRD4_ENST00000263377.2,ENST00000371835.4_ENSG00000141867",0.1389948067905436,BRD4
5218_MRPL36_P1P2_ENSG00000171421,0.13882813832094357,MRPL36
4976_MEPCE_P1P2_ENSG00000146834,0.1354412709902953,MEPCE
8429_SRSF11_P1_ENSG00000116754,0.135176562282477,SRSF11
6511_POGZ_P1P2_ENSG00000143442,0.13499074812102424,POGZ
6865_PSMD11_P1P2_ENSG00000108671,0.13385166993637435,PSMD11
