perturbation,spearman_rho,gene_symbol,ensembl_id
2222_DICER1_P1P2_ENSG00000100697,0.17953684132908665,DICER1,ENSG00000100697
7898_SHOC2_P1P2_ENSG00000108061,0.1663582806279807,SHOC2,ENSG00000108061
595_ASXL1_P1P2_ENSG00000171456,0.16538692502812674,ASXL1,ENSG00000171456
9898_XPO5_P1P2_ENSG00000124571,0.16323757803181832,XPO5,ENSG00000124571
9749_VPS33A_P1P2_ENSG00000139719,0.15430310534107466,VPS33A,ENSG00000139719
346_ANKS1A_P1P2_ENSG00000064999,0.14510392235682945,ANKS1A,ENSG00000064999
7495_RPRD1B_P1P2_ENSG00000101413,0.14464001334021565,RPRD1B,ENSG00000101413
9548_UBR5_P1P2_ENSG00000104517,0.1437148622093608,UBR5,ENSG00000104517
7473_RPL41_P1P2_ENSG00000229117,0.1435603408453269,RPL41,ENSG00000229117
3032_FBXO9_P1P2_ENSG00000112146,0.14330740904947967,FBXO9,ENSG00000112146
7142_RBBP6_P1P2_ENSG00000122257,0.1420451298566817,RBBP6,ENSG00000122257
1719_CNOT4_P1P2_ENSG00000080802,0.14037847677422782,CNOT4,ENSG00000080802
9444_TWSG1_P1P2_ENSG00000128791,0.1399038105448278,TWSG1,ENSG00000128791
1152_CAD_P1P2_ENSG00000084774,0.1385343378703501,CAD,ENSG00000084774
4238_ITPR2_P1P2_ENSG00000123104,0.1379825424734468,ITPR2,ENSG00000123104
841_BLCAP_P1P2_ENSG00000166619,0.137054886304236,BLCAP,ENSG00000166619
759_BANP_P1P2_ENSG00000172530,0.13595945808156468,BANP,ENSG00000172530
6124_PCGF5_ENST00000543648.1_ENSG00000180628,0.1354111687748834,PCGF5,ENSG00000180628
5439_NABP2_P1_ENSG00000139579,0.1341187780575707,NABP2,ENSG00000139579
8166_SMG5_P1P2_ENSG00000198952,0.13353060757678648,SMG5,ENSG00000198952
9512_UBE2M_P1P2_ENSG00000130725,0.1333810837642727,UBE2M,ENSG00000130725
2444_E2F7_P1P2_ENSG00000165891,0.1328632913726225,E2F7,ENSG00000165891
7136_RB1_P1P2_ENSG00000139687,0.13246538533121321,RB1,ENSG00000139687
5891_NUP205_P1P2_ENSG00000155561,0.13224159288039658,NUP205,ENSG00000155561
6665_PPP1R18_P1_ENSG00000146112,0.132221333864431,PPP1R18,ENSG00000146112
3858_HNRNPA2B1_P1P2_ENSG00000122566,0.1319793529401044,HNRNPA2B1,ENSG00000122566
2559_EIF4A2_P1_ENSG00000156976,0.13161383026839665,EIF4A2,ENSG00000156976
2376_DROSHA_P1P2_ENSG00000113360,0.13148089077327552,DROSHA,ENSG00000113360
8038_SLC35A2_P1P2_ENSG00000102100,0.13089720045724332,SLC35A2,ENSG00000102100
2771_EVL_P1_ENSG00000196405,0.12964457240644975,EVL,ENSG00000196405
7571_RSBN1L_P1P2_ENSG00000187257,0.1280692270085938,RSBN1L,ENSG00000187257
4457_KPNA1_P1_ENSG00000114030,0.12747085716779574,KPNA1,ENSG00000114030
3665_HDAC5_P1P2_ENSG00000108840,0.12632233080326496,HDAC5,ENSG00000108840
8771_ELOA_P1P2_ENSG00000011007,0.1260201065969068,ELOA,ENSG00000011007
4115_IMPDH2_P1P2_ENSG00000178035,0.12587607170882137,IMPDH2,ENSG00000178035
6290_PHF3_P1P2_ENSG00000118482,0.12547725033302906,PHF3,ENSG00000118482
2314_DNMT1_P1P2_ENSG00000130816,0.12544342749784235,DNMT1,ENSG00000130816
10648_ZNF804A_P1P2_ENSG00000170396,0.12505843682420373,ZNF804A,ENSG00000170396
6119_PCF11_P1P2_ENSG00000165494,0.1240066704566002,PCF11,ENSG00000165494
4333_KEAP1_P1P2_ENSG00000079999,0.12370854102447769,KEAP1,ENSG00000079999
3669_HDDC2_P1P2_ENSG00000111906,0.12305045299622648,HDDC2,ENSG00000111906
2194_DHRS1_P1P2_ENSG00000157379,0.12216095915941595,DHRS1,ENSG00000157379
474_ARHGEF10_P1P2_ENSG00000104728,0.12174464201765993,ARHGEF10,ENSG00000104728
3413_GLYR1_P1P2_ENSG00000140632,0.12137628672565737,GLYR1,ENSG00000140632
5271_MRS2_P1P2_ENSG00000124532,0.12112354569811572,MRS2,ENSG00000124532
1293_CCDC74A_P1P2_ENSG00000163040,0.12104507248118684,CCDC74A,ENSG00000163040
8115_SLC9A3R2_P1_ENSG00000065054,0.12068784823077132,SLC9A3R2,ENSG00000065054
4459_KPNA2_P1P2_ENSG00000182481,0.12061734874362467,KPNA2,ENSG00000182481
2730_ESF1_P2_ENSG00000089048,0.12010963527745198,ESF1,ENSG00000089048
10399_ZNF496_P1P2_ENSG00000162714,0.1195404809282183,ZNF496,ENSG00000162714
8712_TBC1D22A_P1P2_ENSG00000054611,0.11934767294334264,TBC1D22A,ENSG00000054611
8621_SYMPK_P1P2_ENSG00000125755,0.11928884886188729,SYMPK,ENSG00000125755
6236_PFAS_P1P2_ENSG00000178921,0.11869215739678772,PFAS,ENSG00000178921
8345_SPEG_P2_ENSG00000072195,0.11858496776901312,SPEG,ENSG00000072195
4325_KDM4B_P1P2_ENSG00000127663,0.11856491493697376,KDM4B,ENSG00000127663
4802_MAP2K3_P1P2_ENSG00000034152,0.11813006340181263,MAP2K3,ENSG00000034152
3425_GMPR2_P1P2_ENSG00000100938,0.11763923293068272,GMPR2,ENSG00000100938
9271_TRIM28_P1P2_ENSG00000130726,0.11681245757463123,TRIM28,ENSG00000130726
2600_ELOVL1_P1P2_ENSG00000066322,0.11638303038285051,ELOVL1,ENSG00000066322
10025_ZC3H4_P1_ENSG00000130749,0.11593115614858443,ZC3H4,ENSG00000130749
6287_PHF21A_P1P2_ENSG00000135365,0.11565903190502551,PHF21A,ENSG00000135365
7785_SEPTIN2_P1P2_ENSG00000168385,0.11555013885116884,SEPTIN2,ENSG00000168385
6960_NECTIN2_P1P2_ENSG00000130202,0.11543256680288515,NECTIN2,ENSG00000130202
8669_TAF7_P1P2_ENSG00000178913,0.11500955446438471,TAF7,ENSG00000178913
10743_ZYG11B_P1P2_ENSG00000162378,0.11424701211754834,ZYG11B,ENSG00000162378
10108_ZFYVE21_P1P2_ENSG00000100711,0.1139445200647813,ZFYVE21,ENSG00000100711
1670_CLOCK_P1P2_ENSG00000134852,0.11386295216200656,CLOCK,ENSG00000134852
371_AP1S1_P1P2_ENSG00000106367,0.11351513050405469,AP1S1,ENSG00000106367
9911_XRN2_P1P2_ENSG00000088930,0.11346752125928139,XRN2,ENSG00000088930
9587_UMPS_P1P2_ENSG00000114491,0.11343734229142628,UMPS,ENSG00000114491
9372_TSTD2_P1P2_ENSG00000136925,0.1132473934497212,TSTD2,ENSG00000136925
2251_DMAP1_P1P2_ENSG00000178028,0.11300444950356422,DMAP1,ENSG00000178028
5094_MKNK1_P1_ENSG00000079277,0.11287511051934161,MKNK1,ENSG00000079277
1079_C2orf68_P1P2_ENSG00000168887,0.1123469675018999,C2orf68,ENSG00000168887
9077_TMEM50B_P1P2_ENSG00000142188,0.11220629803649809,TMEM50B,ENSG00000142188
9448_TXNDC11_P1P2_ENSG00000153066,0.11210822289443395,TXNDC11,ENSG00000153066
6024_PABPC1_P1P2_ENSG00000070756,0.11166539762949058,PABPC1,ENSG00000070756
7911_SIK3_P1P2_ENSG00000160584,0.11143429435248654,SIK3,ENSG00000160584
9582_UHRF1BP1_P1P2_ENSG00000065060,0.11122374202476418,UHRF1BP1,ENSG00000065060
1777_COPRS_P1P2_ENSG00000172301,0.11025685791837557,COPRS,ENSG00000172301
4871_MAX_P1P2_ENSG00000125952,0.11016594622253316,MAX,ENSG00000125952
4555_LEPROT_P1P2_ENSG00000213625,0.10990696475905633,LEPROT,ENSG00000213625
4255_JMJD6_P1P2_ENSG00000070495,0.10982639212728992,JMJD6,ENSG00000070495
951_C11orf54_P1P2_ENSG00000182919,0.109713289645519,C11orf54,ENSG00000182919
7194_RC3H1_P1P2_ENSG00000135870,0.10956162884259232,RC3H1,ENSG00000135870
3430_GNAI2_P1P2_ENSG00000114353,0.10896223193606833,GNAI2,ENSG00000114353
9390_TTC4_P1P2_ENSG00000243725,0.10857945436746955,TTC4,ENSG00000243725
3556_GSS_P1P2_ENSG00000100983,0.10854559877408895,GSS,ENSG00000100983
6514_POLB_P1P2_ENSG00000070501,0.10852558351762494,POLB,ENSG00000070501
7328_RNASEH1_P1P2_ENSG00000171865,0.10836233016796797,RNASEH1,ENSG00000171865
470_ARHGAP5_P1P2_ENSG00000100852,0.10824931343558691,ARHGAP5,ENSG00000100852
6622_PPIB_P1P2_ENSG00000166794,0.10798892626020189,PPIB,ENSG00000166794
1900_CSNK1E_P1P2_ENSG00000213923,0.10766605767329528,CSNK1E,ENSG00000213923
10049_ZDHHC24_P1P2_ENSG00000174165,0.10740680641052361,ZDHHC24,ENSG00000174165
2983_FAU_P1P2_ENSG00000149806,0.10733246554340575,FAU,ENSG00000149806
8942_TKT_P1_ENSG00000163931,0.1070751316243861,TKT,ENSG00000163931
10469_ZNF579_P1P2_ENSG00000218891,0.10695680228373787,ZNF579,ENSG00000218891
7882_SH3BP5_P2_ENSG00000131370,0.10689364544940304,SH3BP5,ENSG00000131370
3668_HDAC8_P1P2_ENSG00000147099,0.10662449642062992,HDAC8,ENSG00000147099
3316_GCDH_P1P2_ENSG00000105607,0.10645969958195518,GCDH,ENSG00000105607
5935_OLA1_P1P2_ENSG00000138430,0.105933980670861,OLA1,ENSG00000138430
9324_TRPM7_P1P2_ENSG00000092439,0.10593363285592006,TRPM7,ENSG00000092439
10285_ZNF322_P1P2_ENSG00000181315,0.1058703006689003,ZNF322,ENSG00000181315
4100_ILF3_P1P2_ENSG00000129351,0.10527742167948323,ILF3,ENSG00000129351
2933_RIPOR1_P2_ENSG00000039523,0.1051216410519373,RIPOR1,ENSG00000039523
136_ADAR_P1_ENSG00000160710,0.10507779431066161,ADAR,ENSG00000160710
2921_FAM3C_P1P2_ENSG00000196937,0.10491106078340248,FAM3C,ENSG00000196937
8549_STX12_P1P2_ENSG00000117758,0.10453171704430396,STX12,ENSG00000117758
6662_PPP1R16A_P1P2_ENSG00000160972,0.1045195685717539,PPP1R16A,ENSG00000160972
2585_ELF2_P1P2_ENSG00000109381,0.104460258898248,ELF2,ENSG00000109381
4847_MARCH7_P1P2_ENSG00000136536,0.10438847317025325,MARCH7,ENSG00000136536
521_ARMC1_P1P2_ENSG00000104442,0.10361888588477891,ARMC1,ENSG00000104442
9555_UBXN2A_P1_ENSG00000173960,0.10361572182864008,UBXN2A,ENSG00000173960
4860_MAST2_P1P2_ENSG00000086015,0.10357446673734653,MAST2,ENSG00000086015
8692_TARDBP_P1P2_ENSG00000120948,0.10323637712606523,TARDBP,ENSG00000120948
6843_PSMA3_P1P2_ENSG00000100567,0.1032070045878655,PSMA3,ENSG00000100567
9389_TTC3_P1P2_ENSG00000182670,0.10305110448925951,TTC3,ENSG00000182670
9946_YTHDC1_P1P2_ENSG00000083896,0.10304740281335048,YTHDC1,ENSG00000083896
9567_UCP2_P1P2_ENSG00000175567,0.10290595196867684,UCP2,ENSG00000175567
851_BLVRA_P1_ENSG00000106605,0.10290013160840444,BLVRA,ENSG00000106605
9117_TMX2_P1P2_ENSG00000213593,0.10276367831525095,TMX2,ENSG00000213593
9690_UXS1_P1P2_ENSG00000115652,0.10275910758372762,UXS1,ENSG00000115652
2293_DNAJC1_P1P2_ENSG00000136770,0.10232431771104909,DNAJC1,ENSG00000136770
3518_GPS2_P1P2_ENSG00000132522,0.10229161636226482,GPS2,ENSG00000132522
3866_HNRNPH1_P1P2_ENSG00000169045,0.10224175261031344,HNRNPH1,ENSG00000169045
9910_XRN1_P1P2_ENSG00000114127,0.10215751060370029,XRN1,ENSG00000114127
2069_DCP1A_P1P2_ENSG00000272886,0.10213778195682621,DCP1A,ENSG00000272886
6612_PPCDC_P1_ENSG00000138621,0.10211888625981205,PPCDC,ENSG00000138621
2184_DHCR24_P1P2_ENSG00000116133,0.10210021794320251,DHCR24,ENSG00000116133
5603_NENF_P1P2_ENSG00000117691,0.10204450781711888,NENF,ENSG00000117691
3930_HPCAL1_P1P2_ENSG00000115756,0.1019800714862699,HPCAL1,ENSG00000115756
3860_HNRNPAB_P1P2_ENSG00000197451,0.10195654917610761,HNRNPAB,ENSG00000197451
6375_PIR_P1P2_ENSG00000087842,0.10173971498296955,PIR,ENSG00000087842
2826_RFLNB_P1P2_ENSG00000183688,0.10128759313529674,RFLNB,ENSG00000183688
8305_SP140_P1P2_ENSG00000079263,0.10122714077891004,SP140,ENSG00000079263
5382_MYH9_P1P2_ENSG00000100345,0.10106830496804615,MYH9,ENSG00000100345
8935_TJAP1_P1_ENSG00000137221,0.10087258728477243,TJAP1,ENSG00000137221
9424_TUBG1_P1P2_ENSG00000131462,0.10058176292988637,TUBG1,ENSG00000131462
2493_EFCAB14_P1P2_ENSG00000159658,0.10057639443999432,EFCAB14,ENSG00000159658
9874_WRAP73_P1P2_ENSG00000116213,0.10005753933399543,WRAP73,ENSG00000116213
7400_RNGTT_P1P2_ENSG00000111880,0.099885963476139,RNGTT,ENSG00000111880
3865_HNRNPF_P1_ENSG00000169813,0.09978141184644844,HNRNPF,ENSG00000169813
9180_TOPORS_P1P2_ENSG00000197579,0.09971761622733283,TOPORS,ENSG00000197579
4310_POGLUT2_P1P2_ENSG00000134901,0.09942895005933806,POGLUT2,ENSG00000134901
4139_INPPL1_P1P2_ENSG00000165458,0.09909428560627039,INPPL1,ENSG00000165458
2276_DNAJA2_P1P2_ENSG00000069345,0.09891779409237854,DNAJA2,ENSG00000069345
497_ARIH1_P1P2_ENSG00000166233,0.0986595843734106,ARIH1,ENSG00000166233
"9247_TRAPPC2_ENST00000358231.5,ENST00000359680.5,ENST00000380579.1_ENSG00000196459",0.09863896116340713,TRAPPC2,ENSG00000196459
1333_CCNK_P1_ENSG00000090061,0.09861442720313954,CCNK,ENSG00000090061
4379_KIF18A_P1P2_ENSG00000121621,0.09861430965903205,KIF18A,ENSG00000121621
4553_LEO1_P1P2_ENSG00000166477,0.09839016942518126,LEO1,ENSG00000166477
3454_GNS_P1P2_ENSG00000135677,0.09838163784262667,GNS,ENSG00000135677
4231_ITM2B_P1P2_ENSG00000136156,0.09836664037068489,ITM2B,ENSG00000136156
8787_TCF7_P1P2_ENSG00000081059,0.0982739327550365,TCF7,ENSG00000081059
716_AVEN_P1P2_ENSG00000169857,0.09826063100136645,AVEN,ENSG00000169857
4227_ITGB1_P1P2_ENSG00000150093,0.09802843514224871,ITGB1,ENSG00000150093
312_ANGPT1_P1P2_ENSG00000154188,0.09801063299082455,ANGPT1,ENSG00000154188
1553_CHCHD6_P1P2_ENSG00000159685,0.09796614929048071,CHCHD6,ENSG00000159685
10073_ZFC3H1_P1P2_ENSG00000133858,0.09794168373702974,ZFC3H1,ENSG00000133858
1354_CCZ1_P1P2_ENSG00000122674,0.09787986902516792,CCZ1,ENSG00000122674
3029_FBXO7_P1P2_ENSG00000100225,0.0976206052631379,FBXO7,ENSG00000100225
1327_CCNF_P1P2_ENSG00000162063,0.09760964764728323,CCNF,ENSG00000162063
1523_CERS2_P1P2_ENSG00000143418,0.09730367937205918,CERS2,ENSG00000143418
2087_DDB1_P1_ENSG00000167986,0.09730148071916368,DDB1,ENSG00000167986
6909_PTGES2_P1P2_ENSG00000148334,0.09657715176897096,PTGES2,ENSG00000148334
814_BDH2_P1P2_ENSG00000164039,0.09634507730786587,BDH2,ENSG00000164039
5176_MPRIP_P1P2_ENSG00000133030,0.09610083992206636,MPRIP,ENSG00000133030
6372_PIP4K2C_P1P2_ENSG00000166908,0.0958392411983304,PIP4K2C,ENSG00000166908
6285_PHF20L1_P1P2_ENSG00000129292,0.09582083155202022,PHF20L1,ENSG00000129292
194_AGPAT2_P1P2_ENSG00000169692,0.0953952370970606,AGPAT2,ENSG00000169692
7496_RPRD2_P1P2_ENSG00000163125,0.09532457285546825,RPRD2,ENSG00000163125
4343_DELE1_P1P2_ENSG00000081791,0.09494085108010454,DELE1,ENSG00000081791
2325_DOCK7_P1P2_ENSG00000116641,0.09487403207238856,DOCK7,ENSG00000116641
9006_TMEM14C_P1P2_ENSG00000111843,0.09473515949026898,TMEM14C,ENSG00000111843
9396_TTF1_P1P2_ENSG00000125482,0.09466580653990836,TTF1,ENSG00000125482
3055_FEM1A_P1P2_ENSG00000141965,0.09439933212131836,FEM1A,ENSG00000141965
8887_THOC1_P1P2_ENSG00000079134,0.09431724059189771,THOC1,ENSG00000079134
7365_RNF181_P1P2_ENSG00000168894,0.09424116399952397,RNF181,ENSG00000168894
7054_RABL6_P1P2_ENSG00000196642,0.09412712598227474,RABL6,ENSG00000196642
4806_MAP3K11_P1_ENSG00000173327,0.09411980452594135,MAP3K11,ENSG00000173327
5912_NXT1_P1P2_ENSG00000132661,0.09398093290729805,NXT1,ENSG00000132661
7599_RUNDC1_P1P2_ENSG00000198863,0.09388063213500228,RUNDC1,ENSG00000198863
5895_NUP37_P1P2_ENSG00000075188,0.09386953770551432,NUP37,ENSG00000075188
3398_GLMN_P1P2_ENSG00000174842,0.09377141438963565,GLMN,ENSG00000174842
5933_OGT_P1P2_ENSG00000147162,0.09348217109934272,OGT,ENSG00000147162
629_ATIC_P1P2_ENSG00000138363,0.09339740638223527,ATIC,ENSG00000138363
2554_EIF3J_P1P2_ENSG00000104131,0.0932943250173644,EIF3J,ENSG00000104131
6996_R3HCC1_P1_ENSG00000104679,0.093130086031462,R3HCC1,ENSG00000104679
9270_TRIM27_P1P2_ENSG00000204713,0.09311623895021137,TRIM27,ENSG00000204713
9447_TXN2_P1P2_ENSG00000100348,0.09311447771555187,TXN2,ENSG00000100348
8346_SPEG_P1_ENSG00000072195,0.09298390213190702,SPEG,ENSG00000072195
4558_LETMD1_P1P2_ENSG00000050426,0.09293674139029239,LETMD1,ENSG00000050426
1487_CENPN_P1P2_ENSG00000166451,0.09285091299535997,CENPN,ENSG00000166451
7976_SLC1A5_P1_ENSG00000105281,0.09279814821629714,SLC1A5,ENSG00000105281
875_BOP1_P2_ENSG00000261236,0.0926955119774726,BOP1,ENSG00000261236
10162_ZNF12_P1P2_ENSG00000164631,0.0925576520089346,ZNF12,ENSG00000164631
1717_CNOT2_P1P2_ENSG00000111596,0.0924165643948226,CNOT2,ENSG00000111596
3328_GDF11_P1P2_ENSG00000135414,0.09230103780670414,GDF11,ENSG00000135414
374_AP2A2_P1P2_ENSG00000183020,0.09228382530276992,AP2A2,ENSG00000183020
2849_RTL8C_P1P2_ENSG00000134590,0.09222058079209262,RTL8C,ENSG00000134590
6961_PVR_P1P2_ENSG00000073008,0.09209428542947248,PVR,ENSG00000073008
725_B3GALNT2_P1P2_ENSG00000162885,0.09191463467682329,B3GALNT2,ENSG00000162885
2152_DENND4B_P1_ENSG00000198837,0.09184254063641546,DENND4B,ENSG00000198837
9190_TP53BP1_P2_ENSG00000067369,0.09183589843086704,TP53BP1,ENSG00000067369
1535_CFH_P1P2_ENSG00000000971,0.09177768712033262,CFH,ENSG00000000971
6675_PPP1R7_P1P2_ENSG00000115685,0.09169649400983497,PPP1R7,ENSG00000115685
5148_MON2_P1P2_ENSG00000061987,0.09169477709508486,MON2,ENSG00000061987
4007_IBTK_P1_ENSG00000005700,0.0916713308995495,IBTK,ENSG00000005700
5782_NR1H2_P1P2_ENSG00000131408,0.09157843925992959,NR1H2,ENSG00000131408
10005_ZBTB4_P1_ENSG00000174282,0.09151360597684886,ZBTB4,ENSG00000174282
2189_DHODH_P1_ENSG00000102967,0.09150684044633522,DHODH,ENSG00000102967
1901_CSNK1G1_P1P2_ENSG00000169118,0.09120570882209074,CSNK1G1,ENSG00000169118
888_BRD2_P1_ENSG00000204256,0.09106935573047147,BRD2,ENSG00000204256
6998_R3HDM1_P2_ENSG00000048991,0.09104292468538738,R3HDM1,ENSG00000048991
1147_CACNB3_P1_ENSG00000167535,0.09102511294305059,CACNB3,ENSG00000167535
4121_ING3_P1P2_ENSG00000071243,0.09082582360931678,ING3,ENSG00000071243
10114_ZGPAT_P1P2_ENSG00000197114,0.09081851756860405,ZGPAT,ENSG00000197114
125_ADAL_P1P2_ENSG00000168803,0.09076293365791448,ADAL,ENSG00000168803
971_C12orf73_P2_ENSG00000204954,0.0907518006893749,C12orf73,ENSG00000204954
8410_SRI_P1_ENSG00000075142,0.09073606232602104,SRI,ENSG00000075142
937_BUD13_P1P2_ENSG00000137656,0.09044817944239511,BUD13,ENSG00000137656
8670_TAF8_P1P2_ENSG00000137413,0.09021231755599107,TAF8,ENSG00000137413
3829_HMGB2_P1P2_ENSG00000164104,0.09015976763214109,HMGB2,ENSG00000164104
659_ATP5MC1_P1P2_ENSG00000159199,0.09010698165659986,ATP5MC1,ENSG00000159199
4828_MAPK1_P1P2_ENSG00000100030,0.09006402313922428,MAPK1,ENSG00000100030
3976_HSPA4L_P1P2_ENSG00000164070,0.08992297984502164,HSPA4L,ENSG00000164070
3306_GBA_P2_ENSG00000177628,0.089914683350682,GBA,ENSG00000177628
4478_KRT8_P1_ENSG00000170421,0.08984071438541238,KRT8,ENSG00000170421
6389_PJA2_P1P2_ENSG00000198961,0.08982693476913864,PJA2,ENSG00000198961
10471_ZNF580_P1_ENSG00000213015,0.0896356143916098,ZNF580,ENSG00000213015
806_BCL7A_P1P2_ENSG00000110987,0.08958262221055192,BCL7A,ENSG00000110987
6886_PSMG3_P1_ENSG00000157778,0.08944466300395597,PSMG3,ENSG00000157778
3092_FKBP14_P1P2_ENSG00000106080,0.0889420106787386,FKBP14,ENSG00000106080
1198_CASC3_P1P2_ENSG00000108349,0.08893942278142165,CASC3,ENSG00000108349
9902_XPR1_P1P2_ENSG00000143324,0.08884315223045008,XPR1,ENSG00000143324
4834_MAPKAP1_P2_ENSG00000119487,0.08884257221772307,MAPKAP1,ENSG00000119487
8423_SRRD_P1P2_ENSG00000100104,0.08883172445956233,SRRD,ENSG00000100104
7772_SENP2_P1P2_ENSG00000163904,0.08873896672175002,SENP2,ENSG00000163904
1278_CCDC47_P1P2_ENSG00000108588,0.08865694791207121,CCDC47,ENSG00000108588
4783_MAN1A1_P1P2_ENSG00000111885,0.08863487081634501,MAN1A1,ENSG00000111885
8019_SLC27A4_P1P2_ENSG00000167114,0.088536677669761,SLC27A4,ENSG00000167114
907_BRPF3_P1P2_ENSG00000096070,0.0884036095292293,BRPF3,ENSG00000096070
9018_TMEM170A_P1P2_ENSG00000166822,0.08839347279517434,TMEM170A,ENSG00000166822
3709_HEXD_P1P2_ENSG00000169660,0.08838787307097251,HEXD,ENSG00000169660
5999_OTUD7B_P1P2_ENSG00000264522,0.08816953970872604,OTUD7B,ENSG00000264522
7665_SATB2_P1P2_ENSG00000119042,0.08809079768191207,SATB2,ENSG00000119042
3284_GAR1_P1P2_ENSG00000109534,0.08801489405625063,GAR1,ENSG00000109534
5435_NAB1_P1P2_ENSG00000138386,0.08789982800979916,NAB1,ENSG00000138386
190_AGO2_P1P2_ENSG00000123908,0.08751969711057107,AGO2,ENSG00000123908
1571_CHFR_P1P2_ENSG00000072609,0.0874929192140223,CHFR,ENSG00000072609
5126_MMS19_P1P2_ENSG00000155229,0.0874665965810889,MMS19,ENSG00000155229
4935_MED14_P1P2_ENSG00000180182,0.08744750672253417,MED14,ENSG00000180182
3635_HAUS2_P1P2_ENSG00000137814,0.0874473708723772,HAUS2,ENSG00000137814
5030_MFSD5_P1P2_ENSG00000182544,0.08726755921918741,MFSD5,ENSG00000182544
2960_FANCA_P1P2_ENSG00000187741,0.08713285752593049,FANCA,ENSG00000187741
3258_GADD45A_P1P2_ENSG00000116717,0.08702644446004622,GADD45A,ENSG00000116717
7593_RTTN_P1P2_ENSG00000176225,0.08686046543596275,RTTN,ENSG00000176225
6154_PDCD2_P1P2_ENSG00000071994,0.08675362073270021,PDCD2,ENSG00000071994
10056_ZDHHC7_P1P2_ENSG00000153786,0.08663168606377199,ZDHHC7,ENSG00000153786
7686_SCAP_P1P2_ENSG00000114650,0.08653775676018695,SCAP,ENSG00000114650
6213_PELO_P2_ENSG00000152684,0.08645419253453777,PELO,ENSG00000152684
9628_USF2_P1P2_ENSG00000105698,0.08644317132924792,USF2,ENSG00000105698
2788_EXOSC1_P1P2_ENSG00000171311,0.08639274394366643,EXOSC1,ENSG00000171311
1181_CAPN2_P1P2_ENSG00000162909,0.08631487964375333,CAPN2,ENSG00000162909
6834_PSAT1_P1P2_ENSG00000135069,0.08629856799015095,PSAT1,ENSG00000135069
4197_IRGQ_P1P2_ENSG00000167378,0.0862534724823625,IRGQ,ENSG00000167378
2343_DPF2_P1_ENSG00000133884,0.0860150217351652,DPF2,ENSG00000133884
10288_ZNF326_P1P2_ENSG00000162664,0.08593113570843494,ZNF326,ENSG00000162664
2175_DGCR8_P1P2_ENSG00000128191,0.08589229027134453,DGCR8,ENSG00000128191
4652_LRPAP1_P1P2_ENSG00000163956,0.08577277778181126,LRPAP1,ENSG00000163956
5770_NPM1_P1P2_ENSG00000181163,0.08573084440320902,NPM1,ENSG00000181163
4533_LCMT1_P1P2_ENSG00000205629,0.08570988397650378,LCMT1,ENSG00000205629
5731_NOC4L_P1P2_ENSG00000184967,0.08556538758327512,NOC4L,ENSG00000184967
6112_PCBP2_P2_ENSG00000197111,0.08551141460494371,PCBP2,ENSG00000197111
7506_RPS17_ENST00000330339.7_ENSG00000182774,0.0854147422843589,RPS17,ENSG00000182774
1708_CNIH1_P1P2_ENSG00000100528,0.08539568954070935,CNIH1,ENSG00000100528
331_ANKRD16_P1P2_ENSG00000134461,0.08528608062396867,ANKRD16,ENSG00000134461
5856_NUCB2_P1P2_ENSG00000070081,0.08502320478932464,NUCB2,ENSG00000070081
8276_SOS1_P1P2_ENSG00000115904,0.08493124675823047,SOS1,ENSG00000115904
6455_PLK4_P1P2_ENSG00000142731,0.08483746872042307,PLK4,ENSG00000142731
3_AACS_P1P2_ENSG00000081760,0.0848202523625837,AACS,ENSG00000081760
8594_SUPT16H_P1P2_ENSG00000092201,0.0847736066214434,SUPT16H,ENSG00000092201
519_ARL8B_P1P2_ENSG00000134108,0.08477124610453107,ARL8B,ENSG00000134108
9160_TOLLIP_P1P2_ENSG00000078902,0.08452523688583287,TOLLIP,ENSG00000078902
10027_ZC3H7A_P1P2_ENSG00000122299,0.08448988983115419,ZC3H7A,ENSG00000122299
8170_SMG9_P1P2_ENSG00000105771,0.0844577530794763,SMG9,ENSG00000105771
6457_PLOD2_P1P2_ENSG00000152952,0.08424097765839196,PLOD2,ENSG00000152952
4507_LAMTOR3_P1P2_ENSG00000109270,0.08418734382371489,LAMTOR3,ENSG00000109270
2971_FARP2_P1P2_ENSG00000006607,0.08416155252688785,FARP2,ENSG00000006607
3005_FBXO17_P2_ENSG00000269190,0.08379045710831438,FBXO17,ENSG00000269190
6731_PRDM8_P2_ENSG00000152784,0.08378065566400861,PRDM8,ENSG00000152784
10035_ZCCHC3_P1P2_ENSG00000247315,0.08376826728586217,ZCCHC3,ENSG00000247315
7608_RUVBL2_P1P2_ENSG00000183207,0.08364062691034013,RUVBL2,ENSG00000183207
2800_EXTL3_P1P2_ENSG00000012232,0.08361387310069864,EXTL3,ENSG00000012232
910_BSCL2_P1_ENSG00000168000,0.08346710964775785,BSCL2,ENSG00000168000
7514_RPS25_P1P2_ENSG00000118181,0.08335376533343791,RPS25,ENSG00000118181
9815_WDR34_P1P2_ENSG00000119333,0.08325318129911269,WDR34,ENSG00000119333
1640_CLCN3_P1P2_ENSG00000109572,0.08325259165162274,CLCN3,ENSG00000109572
3472_GON4L_P2_ENSG00000116580,0.08324247515056989,GON4L,ENSG00000116580
6189_PDLIM5_P1P2_ENSG00000163110,0.0832141807423395,PDLIM5,ENSG00000163110
6326_PICK1_P1P2_ENSG00000100151,0.08319647879244958,PICK1,ENSG00000100151
